59,60,61,62,60,63,64,65,66,61,67,68,67;67,60,63
2060,13022,44520,443;2044
1566,36949,1566,21266;36949,1566
493,489,494,493,56150,26212,45617,494;494
10998,11138;1852
8136,13552;13552,8136
37037,57457,37037,4864,4865,14054,4865,4864;37037
49928,24866,3077,24866,24867,8140,24866,66064,66065,29108,24866,43251,66066,45413,59443,45414,61217;66066,61217
25490,6379,13731,29695,66077,47847,66077,29695,13731,6379,33705,27003,13731,29693,47847,13731,6379,13731,6379,13731,6379,13731,66078,34651,9333,13731,60059,10598,66079,52351,1830,52351,18169,66078,1157,3675,13617,1157,20434,1157,66078,1157,3301,66080,3301,13732,66081,5629,66081,5675,7318,4333,16110,20434,13731,3301,30654,3301,66080,13732,1157;13731
157,35546,21309,24890,21309,35546,21309,35546,21309,24890;157,35546
52929,14196,19707,8145,52929,8145,52929;52929
40383,66113,2342,32966,66113,32966,66113,32966,66113,32966,40380,40382,16597,50783,40383,50783,40383,50783,40383,50783,40383;40383,50783,66113
66128,66129;66129
20898,33228,8242,21959,33228;33228,20898
5587,7948,1654,9511,5956,11134,5956,5843,11134,1654,7948,1852,1654,1852,7948,1654,7948,36499,34911,64439,48539,4513,27037,12106,54925,7948;7948,11134
42338,5638,42338;42338,34637
22769,555,3346,66217,17784,3344,14288,66217,64209,14289,55314,14288,38525,53079,14289,66218,38525,14288,18484,66219,3344,14288,16353,66220,20758,16353,9051,16353,51468,55282,66219,14288,16353;14288,66219,16353
406,27811,66222,27811,66222,27811,66223,7359,64186,66224,44458,66225,66226,66227,66228,66229,66230,66231,66232,27811,24967,27811,7484,34212,7493,34212,7493,2115,7493,2115,2113,2115,2113,7493,2113,7493,36181,7493,39607;27811
1328;1328
27882,2741,27882,4903,1542,27884,1542,1543,27881,27880,13046,1542,4903,27879,14206,50999,3263,4903,1542,1543,1542,33847;33847
828,830,828,39903,19913,5152,39903,19913,66278,2649,9355,2649,19913,6972,28954,30323,6972,16738,10909,5733,22700,61837,5152,19913;66278,19913
40119,4835,48361,59260,40104,66301,40119,4835,40119,40104;40104,40119
31820,66304,66305,66304,31820,5398;66304,31820
14414,66367,66368,14577,14407,66369,28902,66370,66371,43329,4669,31578,8218,66372,58345,66373;66367
66402,66403,66404,66402;66402
50844;50844
12651,35364;35364
4272,5999,53080,4272,1716,1783,1782,20684,8052,8053;1716,30999
63881,66443,26468,6340,6324;66444,12792,66445,6340,6324
8064,66448,10043,66449;66449
64222,29274,66483,66484,64224;64224
241;241
66542,7608,35740,3490,13132,629,7976,7977,2380,1181,2380,29127,1181,29127,11800,2380,8758,35618,919,34302,919;35740,2380
44460,66553,66554;66554
144,15647,144;144
47569,5054,66586,33284,33289,33290,47569,13118,17231,66587,13117,66588,33289,66588,13117,33290,60405,33290,5054,66586,5054,13117,5054,66586,60405,5054,66586,60405;5054,13117
66615;66615
2335,17771,4632,4631,4633,4631;4631
14981;14981
66700;2471,10300,66700,10308
31007;31007
73,28,796,28,609;609
66808,66809,66810,66811,43886,66812,43886,66813,8685,36677,8693,66814,8686,26545,41843,43886,65706,39979,8690,8688,36677,8690,66813,66808,62481,66809,66810,66811,17912,66808,35908,35909,35908,35909,17912,66813,35908,66810,66809,66811,62481,8690,66813,66808;66808,35909,8690
21239,13070,11607,13070,21239,13070;21239,13070
6759,66853,66854,66855,41017,66855,41019,66853,66856,66857,66858,11201,66859,14306,58184,66860,22727,66861,66862,66861,66863,14306,66864,66865,54711,22727,14306,37183,17437,14306,66859,66856,66855,41016,66854,66866,41017,41019,66855,66854,14306,6759,66853,14306,66859,66857,66854;66854,66857,66859,6759,14306,66853
20412,58308,18084;18084
44033;44033
1169,66921,18222,66922,31572,66923;66923
55639,13772,55639,13772,55639,7900,13772,55639,13772;55639
25204,18840,14823,4651,7465;4651
4436,1261,1262,1261,1262,29856,5569,3324,4902,3324,4902,204,28,73,28,609,73,611,23879,4902,23879,28,3324,611;1262,3324,4902,28
2290,2287,711,260,115,260,115,2287,115,2287,711,2290;2290
66958,8016,66958,8016,66958,8016,66958,8016,66958,8016,66958,8016,66958,8016,66958;66958
66977,21815,28245,23,13647,23010,5399,13919,938,5399,66978;66977
1549,796,1549,611,1282,14326,1282,743,1650,1651,5117,6376;6376,611,1282
67008,67009,67008,46211,67008,46211,67008;67008
7529,30044,26347,30054,26627,42832,20678,21083,910,903,11286,899,58382,26719,903,21083;7529
67089;67089
16992,29310,41976,67090,67091,24305,67092,41976,15022,67093,53831;15022
33611,67103,33611;33611
11309,1660,11309;11309
5788,17473,17472,17473,17472,17473,17472,17473,1698,47882,1702,18401,1702;1702,17473
3360,25964,28915,19248,2041,17600,37438,10576,2035,36347,9510,2597,10574,27368,36347,13473,27368;27368
11746,3718,326,8591,3948,8591,2965;8591
44429;44429
3445,33787,9096,41470,9096,3445,18750;3445
15182,23676,23737;15182
21945,2581,64693,2581;2581
58279,36331,58279,67096,58279,67096,67270,67271,58279,67271,31919,13355,67270,13356,67270,67271,67270;31919,67270
7908;7908
6147,30939,21616,36327;6147
680,25284,35246,67341,680,35246,680;680
12396,33937,12396;12396
2929;2929
1181,29127,2383,14295,4528,14295,4528,14295,2913,14295,4528,29127,14295,29127,12611,2382,15010,14295,15010;14295
67423,2475,788;67423
4448;4448,67437
67460,67463,17902,67460,1467;17902,67460
14885,67464,67465,67466,67467,67465,14885;66291,14885
23707,23708,13275,13233,59419,13233,2717,23708;23708
35831,35827,67497,67498,67499;35827,67497
21632,11387,21632,67508;11387,21632
37285,21018,5788,21018,37285,1614,38735,21018,37285,21719,21018,21719,21018,21719,21018,21719;21018,4850
3619,41930,67518,19333;31697,67519,45002,3619,19333,4628,41930
4335,24072,36994,14719,4335,16110,606,16110,4333,16110,4333,48826,4334,48826,59173,4333,3602,64865,3714,16777,66290,14321,67564,14321,44996,67565,13430,67566,67565,34904,20163,67567;4333
4649,40611,27768,40611,27768,67576,55312,67576,4649;67577,4649
14994,9663,30311,25456,49226,25456,63483,9780,25456,9780,25456,9780;9780,9778,25456
67600;67600
51434,67615,51434,47688;51434,57484,67616
5570;5570
7871,43018,25204,25976,63306,7973,19270,7973;7973
67663,67664,31598,44942,67665,67666,44942,67667,67668,67669,44942,67670,5531,27196,67671,67672,67673,23862,5531,67671,67674,35809,67674,50325,67674,67670,23862,67674,35809,67675,67667;23862,5531,67670,67674
1352,6876,1352;1352
221,27725,11824;11824
63690,22448,21808,9552,63690,9552,21808,63690,2065,9552,21808,15139,21808,9552,2065,21808,63690;21808
31767,67781;31767
628,4526,628;628
1852;1852
45600,45202,48098,54355,13454,45600,19436,14731,56306,1769,1761,14131,43652,36666,14131,23106;19436,45600,6968,14131
20302;20302
27528,8640,73,2181,22197,2181,22197,8640,22197;8640,22197
41149;41149
1494;1494
67906,67907,59069,67906;67906
34176,67909,34176,65377,11013,67910,66110,34176,67911,67909,34176,67909,30407,67909,30407,67909,11005,67909,1715,20987,6093,67912,38523,67909,38523,2070,1714,1719,20794,4540,7249,549,10875,10911,12674,549,7249,6999,7249,57457,20903,8278,7000,5859,12805,10875;67909,20783,1715,18562,11005
4076,44644;44644
67945,61788;67945,52098
9437;9437
67956,67957,38027;67956,67957,38027
17413,42004,17414,20535,67966,8073,17413,42004,17415,20535,17414,42004,17414,20535,17414,20535,17415,67966,17414,51328,67966,38827,31467,18107,15256;17414
67969,9694,67970,67971,67972,63162,67973,67972,67974,67972;67972
35740,19630,38012;38012
35022,28816,35022,39400;35022
37153,38749,37153,46810,38750,43322,13850,24552,24223,23963,24223,5215,38750;38750
33527,68037;68037
3790,32497,42488,54396,43433,54396,43433,59110,68041,3790;3790
30887,65015,8794,3791,8794,38419,3791,8796,38418;8796,30887
4880,68063,42537,56174,14183,41669;41669,4880
35061,31319,27714,18692;27714
6035;6035
36381,34841,36381,10154;36381
5735,1192,19291,7840,68133,68134,68135,68136,68137,68138,68139,68140,28997,68141,19291,18443;19291
3698,7552,5859,7552,4540,5859,3698,6886,17762,56550,17818,8278,17762,11746,6885,17762,3698,68149,62680,6886,3698,5106,9057;3698
8640,225,8640,39364,12975,26088,8640,225,26088;8640
68216;68216
1322,1314;1314
42092,68293,53256,68294,62514,53254,68295,42092,3288,23598,53256,68293,39850,53252,53256,68293,53252,29298,53256,53252,29463,42092,53256,23382,68296,17611,68297,68298,42092,53256;53256
20702,6585,49151,6584,20702;20702
1814,462,3324,1814;1782,13569,5183,23072,1814
29867,9960,1315,1314,1319;1319
1248,2513,1248,2513,1248,1242,9380,14574,33360,1083,68451,45726,9387,1242,2513,6107,2513,1241,2513,1241,2513,1248,2513,1248,2513,1248,2513,1248,2513,1248,2513,6107,2513;1248
43981;43981
8780,184,53707,182,11054,190,184,6866,183,53707,182,184,182,1342,13881,68476,27458,12417,68476,68477,578,560,565,562,565,560,27014,10949,1949,40298,68478,68479,569,66693,68480,28763,563,68481,589,578,560,68477,1949,184,6866,1949,27014,68482,27508,21543;68483
13037,24649,13037;13037
68552,37530,5703,68552;68552
68553,55773,24333,68554,42232,31421,36719,42232,31421,4508,40784,4508,31421,42232,31421,42232;31421
35159,8263,35159;35159
15274,35573;35573
48897,36290;36290
32263;32263
8061,5653;5653
12662,5895,5894,1486,202,5898,202;202
3120,3119,24953,3121,3119,3121,68742,3119,68743,3119;3119
68755,28644,68756,28644,68757,68758;68758
15833,18937,15833,18937;18937
25030,42927,68829,42927,46548,42927,13967,32474,13967,32474,4089,17244,14349,4089;4089
68853,68854,68855;68855
56053,56066,56053,52296,56053,35353,52296,56053,52296,56053,52296,56053;56053
24415,44833;44833
5555;5555
1160,8825,3653,1160,3653,68938,68939,6021,1160,68939,6021,1160,8825,20119,2167,39182,68940,23461,68941,2167,68939,1160,68941,60475,65604,68940,68942,2167,1160,15127,2167,50766,29665;68939,1160,15127
1023,8131,5023,1023,1025,1023,7883,25032,1023,7883,5023,7883,1023,25032,7883,1023,5023,1022;1022
1151,9463,25206,9463;25206,9463
899,903,45655,7225,58382,52539,903,22456,903,907,903,907,903,907,903,907,903,6220,69103,16198,23244,7223,11852,16695,11852,5588,899;16695,903
10335,25508,10335,40288,69125,20159,31101,20159,40288;10335
7314;7314
7003,3076,967,7228,28576,7003,69158,15581,7228,7003,27201,7003,28576;7003
67157,65016,40944,24631,69164,69165,24631;24631
45859,69178,45859;69178,45859
10189,47780,45488,1571,1776,17239,833,53307,61230,69186,69187,69186,61232,69188,34067,69186;34067
13572,7291,6245,13565,1714;1714
9398,60570;9398
3493;3493
7986,16519,7986,63798,69207;7986
69230,59561,63389,38796,69231,38379,38387,38378,69232,69233;69234,69235,69232,69236,69237
11807,395,23296,17209,24999,11807,3002,38534;36085
64025,14026,9596;9596,64025
1198;1198
69341,53061,36177,36178,55626,36178,4942,36178;36178
20641,69343,21804,9274,8327,9274,21804,69344,69345,63065,69346,61581,64527,61581;64527,9274,25497
69362,69363,69364,69365,69366;69365
115,260,114,258,31041,260,35137,40558,1297,39931,36507,1297,36507,1548,5661,19832,1297,17278,1731,1548;1548,17278
30150,20855,30150;30150
4280;4280
56718,47759,69423,4897,13925,4897,23074,4897,23074,4897,23074,4897,13925,4261,4897,69424,13416,69418,13417,69418,13417,51940,13416,42944,13412,4897,69418,8194,4071,8194,4071;56718,69418,4897,4071,45703,47759
17507,69437,17507;17507
1731,1651,6374,73,609,204,73,28,609,204,2923,609,204,73,1651,1649,1648,6374;1651,73
12512,11475,12517,12512,11475,12507,11475,12507,11475,12507,12517;12512
52725,20149,3636;13616,52725
32086,47893,69575,27544,58057;58057,69575
11606,6340,11606,6340,11606;6340
47337,3149;3149
9729;9729
43815,5017,43815,44499;43815
1488,3165,1488,3165,1488;3165,1488
18839,25067,6529;6110,25204,25067
15556,9302,69710,15557,39585,7096,38029,7096,20519,20510,15556,20510,20513,20510,20513,39590,69711;15556,20510,20519
68260,69720,50589,68259,66743,45823,66740,16263,45823,66740,4105,47831,15256,47831,62882,19637,68493,40198,27587,8803,8857,69721,13882,11269,12151,53192,59894,69722,59806,18649,3322,8797,36867,47831,39904,4535,1806;68259
3322,16269,3322;3322,16269
38025,69740,38025;38025
30753,7485,29147,7492,2113,7485,2113,52049,52048,52049,7485,36626,69743,16244,69743,8381,69743,52049,69743,8381,16244,69743,8381,19272;8381,24002
1850,12565,73;73,12565
69820,69821,69822,69823;69820
8828,31016,10996,31016,38439,31016;10996,8828
9622,9623,16922,7529,16922,9623,16922,9623,16922,9623,16922,9623,16922,9623,16922,9623,16922,9623,7487,21749;9623
16913,69868,16913,69868,16913,46917,69869,34065,16909,34065,16909,16913,69868,16913,69868,34065,69868,16913,34065;16913
1543,65086,1543;1543
14939,49089,1416,4078,38517,1416,1748,14939;14939
258,2287,258,260,115,2290;2290
19678;16117,19678
3601,17002,3601,13198,22217,31881,3703,13198,5390,70032,5390,32242,3601,3307,45382,1195,23454,5390,23454;5390,17002,3601
1184,72,1184,72,1184,14151,1277,159,1184,14151,72,1184,14151,1184,15831,1184;1184
70053,70054,70053,70055;6238,70053,70056
70066,23187,5904,10441,7604,5414,6036,5414,6036,5414,23188,5414,7502;70066
4697,13541,4697,13541;13541
10887,8847,20886,18562,20886,18562,50552;20886,50552,10887,8847,18562,906
70111;70111
61903,70112,61903,70112,61903,56149,61903,70112,61903;61903
5472,453;453
70113,70114,70113,70116,70117,53816,70116,70114,70118,70116;70114,70113,70116
70212,67493,70212;70212
4599,13484,4599,13484,4599,13484,4599,13484,70233,12123,20967,23738,29038,30511,1128,29078,34184,25745,4599,13484,1128,13484,1128,70233,13484,70233,13484,70233;13484,4599
62248;62248
4189,70237,4189,70237,50808,39312;4189,70237
5576,4888,2842,5576,4888,5576,4888,5576,4888;4888,5576
70262,70263,26101,70264,58729;70264
54448,39829;39829
18087,11980,17476;17476
50230,70302,50230,60338,52075,50230,3084,52065;50230
38631,59613,70307,6760,5063,645,6760;38631
18572,10682,46778,47919,2631,47919,15827,10682,15827,9826,15827,47191,46778,2930,11101,28192,63167,47919,15827;11101,15827
3790,42488;42488
23695,70354,70355,70354,70355,70354;70354
20307,70422;70422
67290,70431,67290,28492,70431,29819,56217,52682,17565,17567,17568,17566,4985,57333,51726,17569,43173,28989,27961,44177,27954,28989,56688,23985,7786,43933,49659,37768,64570,50760,9636,39634;39634
41605;41605
22372,44954,43430,12500,12501,52614;52614,44954
48625,38712,7979;7979
35740,67094,19779,39706,19779,39706,13006,26675,26676,32771,32770,38012,26675,13006,16945,16946,16945;39706
15639,1750,35740,13006,35740,13006,7608,35740,7608,60843,16946;35740,13006
12781,4536,51889,70587,70588,70589,24034,70589,70587,70590,46258,24034,70589,61800,13409,70587,13409;12781,70587,61800
70602,70603;70603
15757,70621,53519;53519
41012,17000;17000
32708,42304,32708;32708
1852,19678,13269,3282,16444;16444
44858,33565,1334,65966,1334,33565,1334,33565,1334,33565,1334,33566,1334,33565,1334,33565;33565
1185,469;469
6179,1814,6179,1814,1813,1193,1813,34673,1814,6179,1814,462;1814
25457,30306;30306
3793;3793
70888,70889,70890,70889,70891,70892,70893,70894,47086,70895,54627,70896,70897,70894,70897,70896,70898,70888;70888,70889
32954,24013,32954,24013,32954,70915;32954
34064,70923,70924,70925,70926,70927,70925,70928,34064,70925;70925,34064
4721;4721
26744,15797;15797
13820;13820
38496,70994;70994
44249,59555,44249,59555,35690,44249,16024,42351,59555,33453,44249;59555,44249
5569,55106,46601,55106,46601,58316,55106,56439,1532,56439,56449,56430,71008,56430,56449,56430,71008,46601,27871,16956,56439,56430,1532,46601,1532,68253,16956,58167;5569
18977,8991,47900,8991,18977,8991,57575;57575,8991
71081,71082,56885,31188;9622
31602,7077,3022,2733,71086,35775,54465,2733,22717,13643,5741,24272,5741,68909,7567,3082,15128,71087,55140,71088,71089,71090,71089,71088,55140,71091,26309,71092,71093,71094,71095,71096,54465,2412,71091,71092,71093,71094,71090,71097,4318,71098,4318,71099,71100,71101,71099,71090,26309,71102,37504,4318,38611,71103,71104,71105,71106,54465,39983,21910,71107,71108,1595,10881,71109,34457;4318,5741,71087,24272,71088,71101,71094,54465,67565,71089,71106,71091,61053,55140
41365,19643;19643
32346,37623,32346,24638,38750,24638,10918,13849;32346
11325,6712,2721,16541,2721,6715,2721,16541,2721,2720,16541;16541
37538,8136,37538,8131,8136,8131,8136,8994,8136,8131,67070,1334;8136
71157,53026,71157,21215,71157;71157
38944,600,16036,3612,16036,600,38944,3649,5647,10837,3649,37932,21786,37916,62783;62783,16036
71187,17245,71187;17245,71187
14178,71214,27388,71215,27388,71215,27388;71215
810,71234,71235,71236,71237,71235,71236,71238,71239,71240,71241,71238,71239,71240,71241,71235,71241;810
21030,7314,15651,15654,11510,15651,30443,7314,21030,4540,15651;15651,21030
39136,71276,39136,71276,71277,16032,71278,16032;16032
1315,1321,3410,1315,3410,1321;3410
22835,22821,22822,17779,204,3340,33,2923,635;2923,22821
71333;71333
25329,14280,71417,15941,30556,71418,71419,15944,71420,71421,33828,15941,71420,15941,2861,25329,2861,10949,25329,26449,12124,21309,21210,36896,34888,20695,30514,14989,28423,14459,21425,4301,6812,12580,10475,21278,21479,17423,14458,20721,21210,28423,20430,14990,14459,6812,14459,28423,14459,6812,28423,25895,47927,21425,47928,17423,25329,106,2861,25329,39740;15941
71441,4125,71441;71441
43640,1606,43640,1605,43640,1607,43640,21320,1611,21320,1609,21320,1602,21320,43726,1606,43726,1602,1609,36847,58900;1609,1602,1611
8785;8785
8029;8029
71481,71482,11250;71482,71481,11250
38189,62844,71493,38189;38189
1422,24119,7329;7329
71577,24229,71578,24229,71578,24229,71577,71579,37899,71577,37899,24229,71577,24229,71577,71579,71577,71579,71577,71579,71577,71580,71579,71577,71579,71577,71580,71577,71579,71577,71579,71577,71581,71577,71581,64666,71577,71581,71577,71581,71582,71577,71582;71581,71579
71623;71623
71641;71641
14478,3283,14478;204,162,14478
9874,8764,9874,8764,56074,34256,12679,33152,56074;8764
9853,43017;43017,9853
58662,71678,58662,20526,40402,7485;9174,40380,50781,58662,40402
6518,16353,11027,960,19318,24287,21190,960,21190,960,27641,18938,35818,23243,71702,70383,71703,20699,16795,16798,53176,21104,8850,70377,8850,35383,71704,20700,5595,71705,35818,960;960,35818
71712,71713,71712,7727,71712,7724;71712
21687,10875,21687,12674,44654,31358,3382,26487,3382,27182,71736;12674
70388;70388
14835;14835
4408,4062,13152,71798,51913,3249,71799,13102,28470,11464,48984,32970,30251,28470,21903,8825,13827,71800,43638,63891,57367,71801,4062,27571,27573,4367,24198,3607,24198,4367,27573,37918,4164,23557,4376,43016,64668,4367,71802,1382;71803,4367,4062
8162,36033,8162;14854,36033,8338,18749,8162,42
71832,62382,71832,62382;62382
7378;7378
31844,45196,71842,3149,16668,4691,11222,3149;71843,31844,71844,45196,71845,71846
33381;33381
4375,58103,71923,17679,14379,17679,25130,17679,42995;4375
17345,4607,71947,20265,17345;17345
71951,43643,71951,11005,71951,42433,71951,42433,43643,11005,71951;71951
345,37894;345
7426,6568,17391,7970,27993,11689,3868,6901,2951,25450,883,35464;2951
9323,16375,27769,14826,14824,14826,27769,14824;14824,27769
72021;72021
39218,20666,39218,20666,21405,34879,21405,61126,34879,61126,18308,20783,21314,20783,18308,4145,19572,6702,14342,20645,20666,22762,20666,39218,21113,20666,22762,18308,20666,32831,20666,2390,54064,72045,32831,11698,31065,21665,31065,53479,10096,22762,32831,21113,69287,32830,32832,54943,32831,54583,32831,38312,3498,29307,21620,20588,13052,20588,38312,13052;38312,18308,11005
